publicado em 2011	dp=2011
publicado antes de 1921	dp<1921
publicado ate 1921	dp<=1921
publicado excepto em 1921	dp<>1921
publicado mas nao em 1921	dp<>1921
publicado entre 1980 e 1921	dp>=1980 and dp<=1921
publicado em 1922	dp=1922
publicado depois de 1922	dp>1922
publicado a partir de 1922	dp>=1922
publicado antes de 1922	dp<1922
publicado ate 1922	dp<=1922
publicado excepto em 1922	dp<>1922
publicado mas nao em 1922	dp<>1922
publicado entre 1980 e 1922	dp>=1980 and dp<=1922
publicado em 1932	dp=1932
publicado depois de 1932	dp>1932
publicado a partir de 1932	dp>=1932
publicado antes de 1932	dp<1932
publicado ate 1932	dp<=1932
publicado excepto em 1932	dp<>1932
publicado mas nao em 1932	dp<>1932
publicado entre 1980 e 1932	dp>=1980 and dp<=1932
publicado em 1927	dp=1927
publicado depois de 1927	dp>1927
publicado a partir de 1927	dp>=1927
publicado antes de 1927	dp<1927
publicado ate 1927	dp<=1927
publicado excepto em 1927	dp<>1927
publicado mas nao em 1927	dp<>1927
publicado entre 1980 e 1927	dp>=1980 and dp<=1927
publicado em s.d.	dp=s.d.
publicado depois de s.d.	dp>s.d.
publicado a partir de s.d.	dp>=s.d.
publicado antes de s.d.	dp<s.d.
publicado ate s.d.	dp<=s.d.
publicado excepto em s.d.	dp<>s.d.
publicado mas nao em s.d.	dp<>s.d.
publicado entre 1980 e s.d.	dp>=1980 and dp<=s.d.
publicado em jorn	dp=jorn
publicado depois de jorn	dp>jorn
publicado a partir de jorn	dp>=jorn
publicado antes de jorn	dp<jorn
publicado ate jorn	dp<=jorn
publicado excepto em jorn	dp<>jorn
publicado mas nao em jorn	dp<>jorn
publicado entre 1980 e jorn	dp>=1980 and dp<=jorn
publicado no seculo 1	dp=jo%
publicado antes do seculo 1	dp<jo%
publicado depois do seculo 1	dp>jo%
publicado em 196_	dp=196_
publicado depois de 196_	dp>196_
publicado a partir de 196_	dp>=196_
publicado antes de 196_	dp<196_
publicado ate 196_	dp<=196_
publicado excepto em 196_	dp<>196_
publicado mas nao em 196_	dp<>196_
publicado entre 1980 e 196_	dp>=1980 and dp<=196_
publicado em long	dp=long
publicado depois de long	dp>long
publicado a partir de long	dp>=long
publicado antes de long	dp<long
publicado ate long	dp<=long
publicado excepto em long	dp<>long
publicado mas nao em long	dp<>long
publicado entre 1980 e long	dp>=1980 and dp<=long
publicado no seculo 1	dp=lo%
publicado antes do seculo 1	dp<lo%
publicado depois do seculo 1	dp>lo%
publicado em arte	dp=arte
publicado depois de arte	dp>arte
publicado a partir de arte	dp>=arte
publicado antes de arte	dp<arte
publicado ate arte	dp<=arte
publicado excepto em arte	dp<>arte
publicado mas nao em arte	dp<>arte
publicado entre 1980 e arte	dp>=1980 and dp<=arte
publicado no seculo 1	dp=ar%
publicado antes do seculo 1	dp<ar%
publicado depois do seculo 1	dp>ar%
publicado em edit	dp=edit
publicado depois de edit	dp>edit
publicado a partir de edit	dp>=edit
publicado antes de edit	dp<edit
publicado ate edit	dp<=edit
publicado excepto em edit	dp<>edit
publicado mas nao em edit	dp<>edit
publicado entre 1980 e edit	dp>=1980 and dp<=edit
publicado no seculo 1	dp=ed%
publicado antes do seculo 1	dp<ed%
publicado depois do seculo 1	dp>ed%
publicado em 199_	dp=199_
publicado depois de 199_	dp>199_
publicado a partir de 199_	dp>=199_
publicado antes de 199_	dp<199_
publicado ate 199_	dp<=199_
publicado excepto em 199_	dp<>199_
publicado mas nao em 199_	dp<>199_
publicado entre 1980 e 199_	dp>=1980 and dp<=199_
publicado em 02	dp=02
publicado depois de 02	dp>02
publicado a partir de 02	dp>=02
publicado antes de 02	dp<02
publicado ate 02	dp<=02
publicado excepto em 02	dp<>02
publicado mas nao em 02	dp<>02
publicado entre 1980 e 02	dp>=1980 and dp<=02
publicado em 191	dp=191
publicado depois de 191	dp>191
publicado a partir de 191	dp>=191
publicado antes de 191	dp<191
publicado ate 191	dp<=191
publicado excepto em 191	dp<>191
publicado mas nao em 191	dp<>191
publicado entre 1980 e 191	dp>=1980 and dp<=191
publicado em 192	dp=192
publicado depois de 192	dp>192
publicado a partir de 192	dp>=192
publicado antes de 192	dp<192
publicado ate 192	dp<=192
publicado excepto em 192	dp<>192
publicado mas nao em 192	dp<>192
publicado entre 1980 e 192	dp>=1980 and dp<=192
publicado em 1868	dp=1868
publicado depois de 1868	dp>1868
publicado a partir de 1868	dp>=1868
publicado antes de 1868	dp<1868
publicado ate 1868	dp<=1868
publicado excepto em 1868	dp<>1868
publicado mas nao em 1868	dp<>1868
publicado entre 1980 e 1868	dp>=1980 and dp<=1868
publicado em 188	dp=188
publicado depois de 188	dp>188
publicado a partir de 188	dp>=188
publicado antes de 188	dp<188
publicado ate 188	dp<=188
publicado excepto em 188	dp<>188
publicado mas nao em 188	dp<>188
publicado entre 1980 e 188	dp>=1980 and dp<=188
publicado em 185	dp=185
publicado depois de 185	dp>185
publicado a partir de 185	dp>=185
publicado antes de 185	dp<185
publicado ate 185	dp<=185
publicado excepto em 185	dp<>185
publicado mas nao em 185	dp<>185
publicado entre 1980 e 185	dp>=1980 and dp<=185
publicado em 186	dp=186
publicado depois de 186	dp>186
publicado a partir de 186	dp>=186
publicado antes de 186	dp<186
publicado ate 186	dp<=186
publicado excepto em 186	dp<>186
publicado mas nao em 186	dp<>186
publicado entre 1980 e 186	dp>=1980 and dp<=186
publicado em 189	dp=189
publicado depois de 189	dp>189
publicado a partir de 189	dp>=189
publicado antes de 189	dp<189
publicado ate 189	dp<=189
publicado excepto em 189	dp<>189
publicado mas nao em 189	dp<>189
publicado entre 1980 e 189	dp>=1980 and dp<=189
publicado em 187	dp=187
publicado depois de 187	dp>187
publicado a partir de 187	dp>=187
publicado antes de 187	dp<187
publicado ate 187	dp<=187
publicado excepto em 187	dp<>187
publicado mas nao em 187	dp<>187
publicado entre 1980 e 187	dp>=1980 and dp<=187
publicado em 1848	dp=1848
publicado depois de 1848	dp>1848
publicado a partir de 1848	dp>=1848
publicado antes de 1848	dp<1848
publicado ate 1848	dp<=1848
publicado excepto em 1848	dp<>1848
publicado mas nao em 1848	dp<>1848
publicado entre 1980 e 1848	dp>=1980 and dp<=1848
publicado em 1899	dp=1899
publicado depois de 1899	dp>1899
publicado a partir de 1899	dp>=1899
publicado antes de 1899	dp<1899
publicado ate 1899	dp<=1899
publicado excepto em 1899	dp<>1899
publicado mas nao em 1899	dp<>1899
publicado entre 1980 e 1899	dp>=1980 and dp<=1899
publicado em 183	dp=183
publicado depois de 183	dp>183
publicado a partir de 183	dp>=183
publicado antes de 183	dp<183
publicado ate 183	dp<=183
publicado excepto em 183	dp<>183
publicado mas nao em 183	dp<>183
publicado entre 1980 e 183	dp>=1980 and dp<=183
publicado em 1830	dp=1830
publicado depois de 1830	dp>1830
publicado a partir de 1830	dp>=1830
publicado antes de 1830	dp<1830
publicado ate 1830	dp<=1830
publicado excepto em 1830	dp<>1830
publicado mas nao em 1830	dp<>1830
publicado entre 1980 e 1830	dp>=1980 and dp<=1830
publicado em 1808	dp=1808
publicado depois de 1808	dp>1808
publicado a partir de 1808	dp>=1808
publicado antes de 1808	dp<1808
publicado ate 1808	dp<=1808
publicado excepto em 1808	dp<>1808
publicado mas nao em 1808	dp<>1808
publicado entre 1980 e 1808	dp>=1980 and dp<=1808
publicado em 1844	dp=1844
publicado depois de 1844	dp>1844
publicado a partir de 1844	dp>=1844
publicado antes de 1844	dp<1844
publicado ate 1844	dp<=1844
publicado excepto em 1844	dp<>1844
publicado mas nao em 1844	dp<>1844
publicado entre 1980 e 1844	dp>=1980 and dp<=1844
publicado em 1853	dp=1853
publicado depois de 1853	dp>1853
publicado a partir de 1853	dp>=1853
publicado antes de 1853	dp<1853
publicado ate 1853	dp<=1853
publicado excepto em 1853	dp<>1853
publicado mas nao em 1853	dp<>1853
publicado entre 1980 e 1853	dp>=1980 and dp<=1853
publicado em 1850	dp=1850
publicado depois de 1850	dp>1850
publicado a partir de 1850	dp>=1850
publicado antes de 1850	dp<1850
publicado ate 1850	dp<=1850
publicado excepto em 1850	dp<>1850
publicado mas nao em 1850	dp<>1850
publicado entre 1980 e 1850	dp>=1980 and dp<=1850
publicado em 1854	dp=1854
publicado depois de 1854	dp>1854
publicado a partir de 1854	dp>=1854
publicado antes de 1854	dp<1854
publicado ate 1854	dp<=1854
publicado excepto em 1854	dp<>1854
publicado mas nao em 1854	dp<>1854
publicado entre 1980 e 1854	dp>=1980 and dp<=1854
publicado em 1837	dp=1837
publicado depois de 1837	dp>1837
publicado a partir de 1837	dp>=1837
publicado antes de 1837	dp<1837
publicado ate 1837	dp<=1837
publicado excepto em 1837	dp<>1837
publicado mas nao em 1837	dp<>1837
publicado entre 1980 e 1837	dp>=1980 and dp<=1837
publicado em 1864	dp=1864
publicado depois de 1864	dp>1864
publicado a partir de 1864	dp>=1864
publicado antes de 1864	dp<1864
publicado ate 1864	dp<=1864
publicado excepto em 1864	dp<>1864
publicado mas nao em 1864	dp<>1864
publicado entre 1980 e 1864	dp>=1980 and dp<=1864
publicado em 1777	dp=1777
publicado depois de 1777	dp>1777
publicado a partir de 1777	dp>=1777
publicado antes de 1777	dp<1777
publicado ate 1777	dp<=1777
publicado excepto em 1777	dp<>1777
publicado mas nao em 1777	dp<>1777
publicado entre 1980 e 1777	dp>=1980 and dp<=1777
publicado no seculo 18	dp=17%
publicado antes do seculo 18	dp<17%
publicado depois do seculo 18	dp>17%
publicado em 1863	dp=1863
publicado depois de 1863	dp>1863
publicado a partir de 1863	dp>=1863
publicado antes de 1863	dp<1863
publicado ate 1863	dp<=1863
publicado excepto em 1863	dp<>1863
publicado mas nao em 1863	dp<>1863
publicado entre 1980 e 1863	dp>=1980 and dp<=1863
publicado em 1857	dp=1857
publicado depois de 1857	dp>1857
publicado a partir de 1857	dp>=1857
publicado antes de 1857	dp<1857
publicado ate 1857	dp<=1857
publicado excepto em 1857	dp<>1857
publicado mas nao em 1857	dp<>1857
publicado entre 1980 e 1857	dp>=1980 and dp<=1857
publicado em 1852	dp=1852
publicado depois de 1852	dp>1852
publicado a partir de 1852	dp>=1852
publicado antes de 1852	dp<1852
publicado ate 1852	dp<=1852
publicado excepto em 1852	dp<>1852
publicado mas nao em 1852	dp<>1852
publicado entre 1980 e 1852	dp>=1980 and dp<=1852
publicado em 1849	dp=1849
publicado depois de 1849	dp>1849
publicado a partir de 1849	dp>=1849
publicado antes de 1849	dp<1849
publicado ate 1849	dp<=1849
publicado excepto em 1849	dp<>1849
publicado mas nao em 1849	dp<>1849
publicado entre 1980 e 1849	dp>=1980 and dp<=1849
publicado em 1783	dp=1783
publicado depois de 1783	dp>1783
publicado a partir de 1783	dp>=1783
publicado antes de 1783	dp<1783
publicado ate 1783	dp<=1783
publicado excepto em 1783	dp<>1783
publicado mas nao em 1783	dp<>1783
publicado entre 1980 e 1783	dp>=1980 and dp<=1783
publicado em 1865	dp=1865
publicado depois de 1865	dp>1865
publicado a partir de 1865	dp>=1865
publicado antes de 1865	dp<1865
publicado ate 1865	dp<=1865
publicado excepto em 1865	dp<>1865
publicado mas nao em 1865	dp<>1865
publicado entre 1980 e 1865	dp>=1980 and dp<=1865
publicado em k  y	dp=k  y
publicado depois de k  y	dp>k  y
publicado a partir de k  y	dp>=k  y
publicado antes de k  y	dp<k  y
publicado ate k  y	dp<=k  y
publicado excepto em k  y	dp<>k  y
publicado mas nao em k  y	dp<>k  y
publicado entre 1980 e k  y	dp>=1980 and dp<=k  y
publicado no seculo 1	dp=k%
publicado antes do seculo 1	dp<k%
publicado depois do seculo 1	dp>k%
publicado em 1750	dp=1750
publicado depois de 1750	dp>1750
publicado a partir de 1750	dp>=1750
publicado antes de 1750	dp<1750
publicado ate 1750	dp<=1750
publicado excepto em 1750	dp<>1750
publicado mas nao em 1750	dp<>1750
publicado entre 1980 e 1750	dp>=1980 and dp<=1750
publicado em 177	dp=177
publicado depois de 177	dp>177
publicado a partir de 177	dp>=177
publicado antes de 177	dp<177
publicado ate 177	dp<=177
publicado excepto em 177	dp<>177
publicado mas nao em 177	dp<>177
publicado entre 1980 e 177	dp>=1980 and dp<=177
publicado em 1856	dp=1856
publicado depois de 1856	dp>1856
publicado a partir de 1856	dp>=1856
publicado antes de 1856	dp<1856
publicado ate 1856	dp<=1856
publicado excepto em 1856	dp<>1856
publicado mas nao em 1856	dp<>1856
publicado entre 1980 e 1856	dp>=1980 and dp<=1856
publicado em 1838	dp=1838
publicado depois de 1838	dp>1838
publicado a partir de 1838	dp>=1838
publicado antes de 1838	dp<1838
publicado ate 1838	dp<=1838
publicado excepto em 1838	dp<>1838
publicado mas nao em 1838	dp<>1838
publicado entre 1980 e 1838	dp>=1980 and dp<=1838
publicado em 1819	dp=1819
publicado depois de 1819	dp>1819
publicado a partir de 1819	dp>=1819
publicado antes de 1819	dp<1819
publicado ate 1819	dp<=1819
publicado excepto em 1819	dp<>1819
publicado mas nao em 1819	dp<>1819
publicado entre 1980 e 1819	dp>=1980 and dp<=1819
publicado em 1842	dp=1842
publicado depois de 1842	dp>1842
publicado a partir de 1842	dp>=1842
publicado antes de 1842	dp<1842
publicado ate 1842	dp<=1842
publicado excepto em 1842	dp<>1842
publicado mas nao em 1842	dp<>1842
publicado entre 1980 e 1842	dp>=1980 and dp<=1842
publicado em 1669	dp=1669
publicado depois de 1669	dp>1669
publicado a partir de 1669	dp>=1669
publicado antes de 1669	dp<1669
publicado ate 1669	dp<=1669
publicado excepto em 1669	dp<>1669
publicado mas nao em 1669	dp<>1669
publicado entre 1980 e 1669	dp>=1980 and dp<=1669
publicado em 1843	dp=1843
publicado depois de 1843	dp>1843
publicado a partir de 1843	dp>=1843
publicado antes de 1843	dp<1843
publicado ate 1843	dp<=1843
publicado excepto em 1843	dp<>1843
publicado mas nao em 1843	dp<>1843
publicado entre 1980 e 1843	dp>=1980 and dp<=1843
publicado em 1595	dp=1595
publicado depois de 1595	dp>1595
publicado a partir de 1595	dp>=1595
publicado antes de 1595	dp<1595
publicado ate 1595	dp<=1595
publicado excepto em 1595	dp<>1595
publicado mas nao em 1595	dp<>1595
publicado entre 1980 e 1595	dp>=1980 and dp<=1595
publicado no seculo 16	dp=15%
publicado antes do seculo 16	dp<15%
publicado depois do seculo 16	dp>15%
publicado em 1839	dp=1839
publicado depois de 1839	dp>1839
publicado a partir de 1839	dp>=1839
publicado antes de 1839	dp<1839
publicado ate 1839	dp<=1839
publicado excepto em 1839	dp<>1839
publicado mas nao em 1839	dp<>1839
publicado entre 1980 e 1839	dp>=1980 and dp<=1839
publicado em 1786	dp=1786
publicado depois de 1786	dp>1786
publicado a partir de 1786	dp>=1786
publicado antes de 1786	dp<1786
publicado ate 1786	dp<=1786
publicado excepto em 1786	dp<>1786
publicado mas nao em 1786	dp<>1786
publicado entre 1980 e 1786	dp>=1980 and dp<=1786
publicado em 1795	dp=1795
publicado depois de 1795	dp>1795
publicado a partir de 1795	dp>=1795
publicado antes de 1795	dp<1795
publicado ate 1795	dp<=1795
publicado excepto em 1795	dp<>1795
publicado mas nao em 1795	dp<>1795
publicado entre 1980 e 1795	dp>=1980 and dp<=1795
publicado em 1827	dp=1827
publicado depois de 1827	dp>1827
publicado a partir de 1827	dp>=1827
publicado antes de 1827	dp<1827
publicado ate 1827	dp<=1827
publicado excepto em 1827	dp<>1827
publicado mas nao em 1827	dp<>1827
publicado entre 1980 e 1827	dp>=1980 and dp<=1827
publicado em 1790	dp=1790
publicado depois de 1790	dp>1790
publicado a partir de 1790	dp>=1790
publicado antes de 1790	dp<1790
publicado ate 1790	dp<=1790
publicado excepto em 1790	dp<>1790
publicado mas nao em 1790	dp<>1790
publicado entre 1980 e 1790	dp>=1980 and dp<=1790
publicado em 1720	dp=1720
publicado depois de 1720	dp>1720
publicado a partir de 1720	dp>=1720
publicado antes de 1720	dp<1720
publicado ate 1720	dp<=1720
publicado excepto em 1720	dp<>1720
publicado mas nao em 1720	dp<>1720
publicado entre 1980 e 1720	dp>=1980 and dp<=1720
publicado em 1752	dp=1752
publicado depois de 1752	dp>1752
publicado a partir de 1752	dp>=1752
publicado antes de 1752	dp<1752
publicado ate 1752	dp<=1752
publicado excepto em 1752	dp<>1752
publicado mas nao em 1752	dp<>1752
publicado entre 1980 e 1752	dp>=1980 and dp<=1752
publicado em 1758	dp=1758
publicado depois de 1758	dp>1758
publicado a partir de 1758	dp>=1758
publicado antes de 1758	dp<1758
publicado ate 1758	dp<=1758
publicado excepto em 1758	dp<>1758
publicado mas nao em 1758	dp<>1758
publicado entre 1980 e 1758	dp>=1980 and dp<=1758
publicado em 1796	dp=1796
publicado depois de 1796	dp>1796
publicado a partir de 1796	dp>=1796
publicado antes de 1796	dp<1796
publicado ate 1796	dp<=1796
publicado excepto em 1796	dp<>1796
publicado mas nao em 1796	dp<>1796
publicado entre 1980 e 1796	dp>=1980 and dp<=1796
publicado em 1742	dp=1742
publicado depois de 1742	dp>1742
publicado a partir de 1742	dp>=1742
publicado antes de 1742	dp<1742
publicado ate 1742	dp<=1742
publicado excepto em 1742	dp<>1742
publicado mas nao em 1742	dp<>1742
publicado entre 1980 e 1742	dp>=1980 and dp<=1742
publicado em 1695	dp=1695
publicado depois de 1695	dp>1695
publicado a partir de 1695	dp>=1695
publicado antes de 1695	dp<1695
publicado ate 1695	dp<=1695
publicado excepto em 1695	dp<>1695
publicado mas nao em 1695	dp<>1695
publicado entre 1980 e 1695	dp>=1980 and dp<=1695
publicado em 1733	dp=1733
publicado depois de 1733	dp>1733
publicado a partir de 1733	dp>=1733
publicado antes de 1733	dp<1733
publicado ate 1733	dp<=1733
publicado excepto em 1733	dp<>1733
publicado mas nao em 1733	dp<>1733
publicado entre 1980 e 1733	dp>=1980 and dp<=1733
publicado em 1759	dp=1759
publicado depois de 1759	dp>1759
publicado a partir de 1759	dp>=1759
publicado antes de 1759	dp<1759
publicado ate 1759	dp<=1759
publicado excepto em 1759	dp<>1759
publicado mas nao em 1759	dp<>1759
publicado entre 1980 e 1759	dp>=1980 and dp<=1759
publicado em 1748	dp=1748
publicado depois de 1748	dp>1748
publicado a partir de 1748	dp>=1748
publicado antes de 1748	dp<1748
publicado ate 1748	dp<=1748
publicado excepto em 1748	dp<>1748
publicado mas nao em 1748	dp<>1748
publicado entre 1980 e 1748	dp>=1980 and dp<=1748
publicado em 1834	dp=1834
publicado depois de 1834	dp>1834
publicado a partir de 1834	dp>=1834
publicado antes de 1834	dp<1834
publicado ate 1834	dp<=1834
publicado excepto em 1834	dp<>1834
publicado mas nao em 1834	dp<>1834
publicado entre 1980 e 1834	dp>=1980 and dp<=1834
publicado em 1778	dp=1778
publicado depois de 1778	dp>1778
publicado a partir de 1778	dp>=1778
publicado antes de 1778	dp<1778
publicado ate 1778	dp<=1778
publicado excepto em 1778	dp<>1778
publicado mas nao em 1778	dp<>1778
publicado entre 1980 e 1778	dp>=1980 and dp<=1778
publicado em 1804	dp=1804
publicado depois de 1804	dp>1804
publicado a partir de 1804	dp>=1804
publicado antes de 1804	dp<1804
publicado ate 1804	dp<=1804
publicado excepto em 1804	dp<>1804
publicado mas nao em 1804	dp<>1804
publicado entre 1980 e 1804	dp>=1980 and dp<=1804
publicado em 1784	dp=1784
publicado depois de 1784	dp>1784
publicado a partir de 1784	dp>=1784
publicado antes de 1784	dp<1784
publicado ate 1784	dp<=1784
publicado excepto em 1784	dp<>1784
publicado mas nao em 1784	dp<>1784
